"code","state","city","lat","lng","coslat","coslng","sinlat","sinlng"
"1144069000","서울특별시","마포구","37.5524","126.9078","0.792796264","-0.600529085","0.609486738","0.799602912"
"1144070000","서울특별시","마포구","37.5576","126.9043","0.792740946","-0.600480239","0.609558687","0.799639595"
"1144071000","서울특별시","마포구","37.5617","126.9241","0.792697325","-0.600756539","0.609615413","0.799432036"
"1144072000","서울특별시","마포구","37.5606","126.91","0.792709028","-0.600559787","0.609600194","0.799579853"
"1144073000","서울특별시","마포구","37.5659","126.9112","0.792652635","-0.600576534","0.609673519","0.799567275"
"1144074000","서울특별시","마포구","37.5755","126.8968","0.792550472","-0.600375562","0.609806321","0.799718191"
"1147000000","서울특별시","양천구","37.5142","126.8687","0.793202442","-0.599983278","0.608958032","0.800012542"
"1147051000","서울특별시","양천구","37.5275","126.8732","0.793061064","-0.600046109","0.609142141","0.799965416"
"1147052000","서울특별시","양천구","37.5434","126.8738","0.792891992","-0.600054486","0.609362198","0.799959133"
"1147053000","서울특별시","양천구","37.5421","126.8666","0.792905818","-0.599953955","0.609344208","0.800034532"
"1147054000","서울특별시","양천구","37.5295","126.8705","0.793039801","-0.60000841","0.609169824","0.799993692"
"1147055000","서울특별시","양천구","37.5324","126.8808","0.793008967","-0.600152215","0.609209962","0.799885816"
"1147056000","서울특별시","양천구","37.53","126.8336","0.793034485","-0.599493069","0.609176744","0.800379947"
"1147057000","서울특별시","양천구","37.5222","126.8466","0.793117408","-0.599674654","0.609068778","0.800243906"
"1147058000","서울특별시","양천구","37.5308","126.8312","0.793025979","-0.599459542","0.609187817","0.800405058"
